"","idnum","mothid4","m4b0","m4b1","m4b2","m4b4a1","m4b26a","m4b4a2","m4b26b","m4b4a3","m4b26c","m4b4a4","m4b26d","m4b4a5","m4b26e","m4b4a6","m4b26f","m4b4a7","m4b26g","m4b4a8","m4b26h","m4b5","m4b5a","m4b8","m4b8a","m4b8b","m4b27","m4b28a","m4b28b","m4b28c","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","m4c4","m4c4a","m4c5","m4c7a","m4c7b","m4c7c","m4c7d","m4c26a","m4c26b","m4c26c","m4c26d","m4i0e","m4j18","kind_a5","kind_a6","kind_a7","kind_b1a","kind_b1b","kind_b1c","kind_b1d","kind_b1e","kind_b1f","kind_b1g","kind_b1h","kind_b1i"
"3445","3445","34450",1,1,1,4,-6,3,-6,1,-6,4,-6,5,-6,3,-6,3,-6,2,-6,2,-6,1,2,35,-6,-6,-6,-6,0,0,0,0,0,0,0,0,2,-6,3,4,4,4,4,4,3,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3446","3446","34460",1,2,2,7,-6,4,-6,1,-6,5,-6,7,-6,3,-6,3,-6,7,-6,2,-6,1,4,35,-6,-6,-6,-6,5,7,-2,7,6,4,4,7,2,-6,1,1,1,1,2,2,1,2,2,1,2,3,3,-1,5,5,5,4,5,5,5,5,4
"3447","3447","34470",1,2,2,3,-6,7,-6,2,-6,7,-6,7,-6,1,-6,3,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,1,3,1,3,4,1,3,7,2,-6,1,1,1,1,2,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3448","3448","34480",1,1,4,7,-6,7,-6,5,-6,7,-6,7,-6,2,-6,2,-6,7,-6,2,-6,1,5,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449","3449","34490",1,3,2,1,-6,1,-6,0,-6,3,-6,6,-6,1,-6,3,-6,6,-6,1,1,1,1,40,-6,-6,-6,-6,1,0,0,1,1,0,1,1,1,3,3,3,4,4,4,3,3,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450","3450","34500",1,1,1,5,-6,5,-6,0,-6,3,-6,5,-6,3,-6,2,-6,4,-6,2,-6,1,5,15,-6,-6,-6,-6,0,0,0,0,0,1,3,0,2,-6,1,4,4,4,4,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3451","3451","34510",1,1,1,7,-6,7,-6,7,-6,7,-6,5,-6,5,-6,2,-6,3,-6,1,4,1,7,40,-6,-6,-6,-6,3,3,3,3,3,3,3,5,2,-6,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3452","3452","34520",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453","3453","34530",1,1,2,7,-6,6,-6,7,-6,7,-6,7,-6,7,-6,2,-6,7,-6,1,4,1,5,30,-6,-6,-6,-6,7,5,5,7,7,5,2,7,2,-6,1,1,1,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454","3454","34540",1,2,2,5,-6,5,-6,5,-6,5,-6,7,-6,4,-6,7,-6,7,-6,1,3,1,5,30,-6,-6,-6,-6,0,0,0,0,0,1,0,0,2,-6,3,4,4,4,4,4,3,4,4,1,2,3,3,3,5,5,5,4,4,4,4,4,4
"3455","3455","34550",1,2,2,2,-6,7,-6,7,-6,3,-6,3,-6,7,-6,3,-6,7,-6,2,-6,1,4,30,-6,-6,-6,-6,7,7,7,7,5,5,3,7,-2,-6,1,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456","3456","34560",1,1,2,7,-6,5,-6,1,-6,3,-6,7,-6,2,-6,2,-6,7,-6,1,4,1,5,25,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3457","3457","34570",1,1,3,7,-6,0,-6,7,-6,7,-6,7,-6,3,-6,1,-6,7,-6,2,-6,1,4,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3458","3458","34580",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3459","3459","34590",1,1,1,3,-6,3,-6,1,-6,7,-6,7,-6,4,-6,1,-6,7,-6,1,4,1,1,40,-6,-6,-6,-6,1,2,1,5,7,3,3,5,2,-6,1,1,1,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3460","3460","34600",1,1,1,5,-6,5,-6,5,-6,5,-6,7,-6,2,-6,5,-6,4,-6,2,-6,1,5,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,4,3,4,5,5,5,5,5,5,5,5,5
"3461","3461","34610",1,1,1,7,-6,2,-6,5,-6,4,-6,7,-6,7,-6,4,-6,5,-6,1,4,1,3,20,-6,-6,-6,-6,3,1,3,2,3,3,2,2,2,-6,2,1,4,4,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3462","3462","34620",1,2,2,2,-6,3,-6,2,-6,3,-6,4,-6,2,-6,4,-6,2,-6,1,3,1,3,36,-6,-6,-6,-6,1,1,1,2,2,1,2,2,1,4,1,2,3,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3463","3463","34630",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,4,-6,3,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,1,7,2,-6,1,1,4,1,4,-6,-6,-6,-6,-6,1,4,3,3,5,5,4,6,4,4,5,4,3
"3464","3464","34640",1,3,1,7,-6,5,-6,4,-6,4,-6,7,-6,2,-6,2,-6,4,-6,1,4,1,3,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3465","3465","34650",1,3,3,3,-6,3,-6,4,-6,5,-6,7,-6,4,-6,3,-6,6,-6,1,2,2,-6,-6,-6,-6,-6,-6,4,3,4,3,4,5,4,7,2,-6,1,-2,-2,-2,-2,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3466","3466","34660",1,1,1,7,-6,5,-6,5,-6,5,-6,7,-6,5,-6,5,-6,7,-6,2,-6,1,3,40,-6,-6,-6,-6,5,4,4,7,7,5,3,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3467","3467","34670",1,2,1,6,-6,3,-6,4,-6,4,-6,7,-6,2,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,3,3,4,4,7,2,3,7,2,-6,1,1,1,2,1,-6,-6,-6,-6,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3468","3468","34680",1,2,1,3,-6,2,-6,5,-6,1,-6,7,-6,7,-6,2,-6,7,-6,2,-6,1,5,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,3,2,1,1,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3469","3469","34690",1,2,2,7,-6,6,-6,6,-6,5,-6,6,-6,3,-6,5,-6,3,-6,2,-6,1,5,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3470","3470","34700",1,1,1,5,-6,4,-6,4,-6,0,-6,7,-6,0,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3471","3471","34710",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3472","3472","34720",1,1,1,2,-6,2,-6,2,-6,7,-6,7,-6,7,-6,1,-6,3,-6,1,3,1,4,30,-6,-6,-6,-6,2,1,2,7,7,7,1,7,2,-6,1,1,2,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473","3473","34730",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474","3474","34740",1,2,2,4,-6,4,-6,4,-6,7,-6,7,-6,3,-6,2,-6,7,-6,1,3,1,1,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3475","3475","34750",1,2,2,5,-6,7,-6,7,-6,7,-6,7,-6,5,-6,0,-6,3,-6,1,2,1,4,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3476","3476","34760",1,2,1,7,-6,3,-6,7,-6,7,-6,7,-6,0,-6,2,-6,7,-6,1,4,1,3,35,-6,-6,-6,-6,2,2,2,2,4,2,2,2,2,-6,4,2,2,4,4,3,3,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477","3477","34770",1,2,2,7,-6,7,-6,7,-6,0,-6,7,-6,1,-6,4,-6,1,-6,2,-6,1,5,30,-6,-6,-6,-6,0,0,1,1,2,1,1,1,2,-6,3,4,4,4,4,3,3,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3478","3478","34780",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3479","3479","34790",1,2,2,7,-6,7,-6,3,-6,7,-6,7,-6,1,-6,3,-6,2,-6,1,4,1,4,16,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,4,3,3,4,5,5,5,5,5,5,5,5
"3480","3480","34800",1,1,1,5,-6,6,-6,7,-6,7,-6,7,-6,5,-6,7,-6,3,-6,1,4,1,5,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3481","3481","34810",1,2,2,5,-6,5,-6,5,-6,3,-6,5,-6,7,-6,2,-6,7,-6,2,-6,1,3,15,-6,-6,-6,-6,3,3,3,4,5,3,2,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,3,4,3,4,5,5,5,4,5,5,4,4
"3482","3482","34820",1,1,1,3,-6,0,-6,0,-6,7,-6,7,-6,0,-6,3,-6,7,-6,1,3,2,-6,-6,-6,-6,-6,-6,0,0,0,3,5,7,3,4,2,-6,2,2,2,4,2,2,1,2,2,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3483","3483","34830",1,2,1,7,-6,4,-6,7,-6,7,-6,7,-6,3,-6,7,-6,7,-6,1,4,1,4,30,-6,-6,-6,-6,0,0,0,1,7,0,3,7,1,4,1,2,2,2,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3484","3484","34840",1,2,3,7,-6,7,-6,2,-6,7,-6,7,-6,7,-6,1,-6,7,-6,2,-6,1,4,18,-6,-6,-6,-6,7,7,2,7,7,7,1,7,2,-6,1,1,1,2,1,-6,-6,-6,-6,1,2,2,2,2,1,3,1,2,3,2,2,2,1
"3485","3485","34850",1,2,1,7,-6,0,-6,5,-6,7,-6,5,-6,1,-6,1,-6,7,-6,1,3,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3486","3486","34860",1,1,1,7,-6,4,-6,0,-6,7,-6,7,-6,7,-6,2,-6,7,-6,1,4,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,2,2,2,2,2,4,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3487","3487","34870",1,1,1,7,-6,7,-6,4,-6,7,-6,7,-6,3,-6,3,-6,7,-6,2,-6,1,6,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,3,4,3,4,4,4,4,1,2,4,2,2,3,5,4,5,3,4,4,3,4
"3488","3488","34880",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,2,-6,7,-6,2,-6,1,3,20,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3489","3489","34890",1,1,2,7,-6,5,-6,7,-6,4,-6,6,-6,4,-6,2,-6,4,-6,1,4,1,5,40,-6,-6,-6,-6,4,7,5,7,7,7,3,4,1,4,1,2,1,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490","3490","34900",1,1,1,3,-6,5,-6,3,-6,3,-6,7,-6,1,-6,4,-6,7,-6,1,4,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,1,1,1,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3491","3491","34910",1,1,2,6,-6,3,-6,2,-6,5,-6,6,-6,4,-6,7,-6,7,-6,1,3,1,5,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492","3492","34920",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493","3493","34930",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3494","3494","34940",1,1,1,7,-6,7,-6,7,-6,4,-6,7,-6,3,-6,2,-6,7,-6,2,-6,1,5,32,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-2,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3495","3495","34950",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3496","3496","34960",1,1,1,5,-6,3,-6,3,-6,5,-6,5,-6,3,-6,2,-6,5,-6,2,-6,1,3,40,-6,-6,-6,-6,3,2,2,3,3,2,2,4,2,-6,1,1,2,3,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3497","3497","34970",1,3,3,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,1,-6,7,-6,2,-6,1,3,15,-6,-6,-6,-6,7,7,7,3,7,2,2,2,2,-6,4,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3498","3498","34980",1,2,2,7,-6,4,-6,4,-6,0,-6,7,-6,7,-6,4,-6,2,-6,2,-6,1,3,15,-6,-6,-6,-6,2,6,1,0,7,5,0,5,2,-6,1,1,2,1,4,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3499","3499","34990",1,1,1,5,-6,5,-6,5,-6,7,-6,7,-6,7,-6,5,-6,7,-6,2,-6,1,3,15,-6,-6,-6,-6,3,3,3,7,7,3,1,5,2,-6,3,3,1,1,3,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3500","3500","35000",1,1,2,3,-6,7,-6,7,-6,7,-6,7,-6,7,-6,1,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,3,4,3,3,3,3,2,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501","3501","35010",1,3,3,4,-6,4,-6,4,-6,7,-6,7,-6,5,-6,2,-6,7,-6,1,2,1,5,45,-6,-6,-6,-6,3,7,2,2,7,1,1,7,2,-6,2,1,3,1,1,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3502","3502","35020",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3503","3503","35030",1,1,4,4,-6,7,-6,4,-6,2,-6,7,-6,0,-6,2,-6,7,-6,2,-6,1,5,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,4,4,4,5,5,5,5,5,5,5,5,5
"3504","3504","35040",1,1,1,5,-6,2,-6,3,-6,3,-6,7,-6,1,-6,2,-6,2,-6,2,-6,1,5,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3505","3505","35050",2,-6,-6,-6,2,-6,4,-6,4,-6,4,-6,7,-6,3,-6,4,-6,7,-6,-6,-6,-6,-6,4,1,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3506","3506","35060",1,3,1,5,-6,4,-6,4,-6,5,-6,7,-6,4,-6,2,-6,7,-6,1,4,1,2,40,-6,-6,-6,-6,1,0,3,2,5,2,2,4,2,-6,3,1,1,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3507","3507","35070",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3508","3508","35080",1,1,2,5,-6,6,-6,0,-6,7,-6,7,-6,6,-6,3,-6,7,-6,2,-6,1,1,40,-6,-6,-6,-6,6,5,2,7,7,7,3,7,2,-6,1,1,1,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3509","3509","35090",2,-6,-6,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,1,-6,2,-6,-6,-6,-6,-6,2,1,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3510","3510","35100",1,3,2,1,-6,4,-6,1,-6,7,-6,7,-6,5,-6,1,-6,5,-6,1,2,1,1,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3511","3511","35110",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3512","3512","35120",1,1,2,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,5,-6,7,-6,2,-6,1,3,3,-6,-6,-6,-6,3,2,3,3,7,5,5,7,2,-6,1,1,2,1,2,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3513","3513","35130",1,2,2,4,-6,7,-6,7,-6,5,-6,7,-6,3,-6,3,-6,3,-6,2,-6,1,7,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3514","3514","35140",1,2,1,5,-6,7,-6,7,-6,4,-6,7,-6,3,-6,5,-6,7,-6,2,-6,1,5,32,-6,-6,-6,-6,3,3,2,5,7,5,5,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,2,2,2,3,2,3,4,2,3,4,3,3,4,3
"3515","3515","35150",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3516","3516","35160",1,2,1,7,-6,5,-6,3,-6,7,-6,7,-6,3,-6,2,-6,7,-6,1,3,1,5,15,-6,-6,-6,-6,0,0,0,0,-2,1,1,2,1,3,3,4,4,4,4,2,2,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3517","3517","35170",1,2,1,4,-6,5,-6,4,-6,3,-6,5,-6,6,-6,3,-6,5,-6,2,-6,1,3,14,-6,-6,-6,-6,2,4,4,1,3,3,1,1,2,-6,2,2,2,2,3,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518","3518","35180",1,1,2,2,-6,3,-6,2,-6,1,-6,7,-6,1,-6,7,-6,7,-6,2,-6,1,4,24,-6,-6,-6,-6,0,-2,-2,-2,4,4,3,3,2,-6,3,2,4,4,1,2,3,2,2,2,1,1,2,1,-1,1,1,2,4,3,3,3,3
"3519","3519","35190",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,1,-6,3,-6,2,-6,1,4,1,4,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,3,4,4,3,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520","3520","35200",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3521","3521","35210",2,-6,-6,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,0,-6,-6,-6,-6,-6,1,2,2,2,0,0,0,0,0,0,0,0,2,-6,4,4,4,4,4,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3522","3522","35220",1,1,3,7,-6,5,-6,5,-6,3,-6,7,-6,5,-6,2,-6,6,-6,2,-6,1,3,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3523","3523","35230",1,2,1,1,-6,7,-6,2,-6,7,-6,7,-6,2,-6,1,-6,7,-6,1,4,1,5,40,-6,-6,-6,-6,1,0,1,7,7,7,1,7,1,3,1,1,1,1,2,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3524","3524","35240",1,3,3,7,-6,5,-6,5,-6,4,-6,7,-6,5,-6,7,-6,7,-6,1,4,1,5,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3525","3525","35250",1,3,4,2,-6,3,-6,7,-6,7,-6,2,-6,2,-6,1,-6,0,-6,2,-6,1,5,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
