"","idnum","mothid2","cm2fint","m2a4","m2a4d","m2a10","m2a11","cm2age","cm2b_age","m2b15","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2b19","m2b19a","mx2b20b","m2b21","m2b21a","m2c1","m2c1a","m2c2a","m2c2b1","m2c2b2","m2c2e","m2c2f","m2c3a","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j","mx2c2c","m2c4"
"4707","4707","47070",0,-6,-6,1,-6,22,20,0,7,7,3,7,6,2,7,7,2,-6,-5,1,41,1,-6,-6,-6,-6,-6,-6,3,5,0,0,4,0,7,7,7,7,-5,2
"4708","4708","47080",1,-6,-6,1,-6,25,13,0,3,3,2,3,7,7,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,1,2,2,7,7,0,3,7,4,-5,2
"4709","4709","47090",1,-6,-6,1,-6,23,16,0,7,2,0,0,7,7,7,7,1,2,-5,1,5,1,-6,-6,-6,-6,-6,-6,7,0,0,0,7,7,7,7,7,7,-5,1
"4710","4710","47100",1,-6,-6,1,-6,27,13,0,6,7,0,0,7,5,7,4,2,-6,-5,1,18,1,-6,-6,-6,-6,-6,-6,4,5,3,0,5,4,7,4,7,3,-5,2
"4711","4711","47110",1,-6,-6,1,-6,38,17,1,203,202,201,201,201,203,201,201,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,202,202,202,202,202,202,202,201,201,201,-5,1
"4712","4712","47120",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4713","4713","47130",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4714","4714","47140",0,-6,-6,2,4,28,13,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,2,2,0,8,1998,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4715","4715","47150",1,-6,-6,1,-6,29,11,0,7,2,7,7,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,1,0,4,7,-5,2
"4716","4716","47160",1,-6,-6,2,5,27,13,0,201,202,201,-5,-5,-5,-5,-5,1,2,4,1,-5,2,2,0,2,1999,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4717","4717","47170",0,-6,-6,2,1,34,28,0,7,7,7,7,7,5,7,7,1,4,-5,1,10,2,2,20,-6,-6,2,-6,4,3,2,4,4,3,0,2,4,0,-5,2
"4718","4718","47180",0,-6,-6,2,3,27,15,1,7,7,0,0,7,1,7,7,2,-6,-5,1,40,2,2,0,7,2001,1,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4719","4719","47190",1,-6,-6,1,-6,24,12,0,3,3,0,0,7,3,7,7,2,-6,-5,1,35,1,-6,-6,-6,-6,-6,-6,4,0,0,0,7,7,7,7,7,7,-5,2
"4720","4720","47200",1,-6,-6,1,-6,19,12,0,202,201,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,2,2
"4721","4721","47210",1,-6,-6,2,0,17,12,0,0,0,2,4,5,4,7,7,2,-6,-5,1,30,2,2,0,8,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4722","4722","47220",0,-6,-6,2,0,25,11,0,7,3,0,2,2,2,7,7,2,-6,-5,2,-6,2,2,0,7,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4723","4723","47230",1,-6,-6,1,-6,22,12,0,7,7,0,0,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,7,0,0,3,1,7,7,7,4,-5,2
"4724","4724","47240",1,-6,-6,2,2,23,16,2,204,205,204,-5,-5,-5,-5,-5,1,2,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,201,-5,-5,1,2
"4725","4725","47250",1,-6,-6,1,-6,26,17,0,5,5,5,5,5,3,5,5,1,2,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,4,4,3,2,1,5,5,5,3,-5,1
"4726","4726","47260",1,-6,-6,1,-6,30,19,0,3,1,1,0,0,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,0,0,0,0,0,7,7,7,7,-5,2
"4727","4727","47270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4728","4728","47280",1,-6,-6,1,-6,28,12,0,7,7,7,0,7,2,7,7,2,-6,-5,1,3,1,-6,-6,-6,-6,-6,-6,7,7,7,0,7,0,7,4,7,0,-5,2
"4729","4729","47290",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4730","4730","47300",0,-6,-6,1,-6,35,16,0,201,201,204,-5,-5,-5,-5,-5,1,4,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,202,-5,-5,201,-5,-5,3,2
"4731","4731","47310",0,-6,-6,2,2,38,17,0,204,201,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,15,-6,-6,-5,-5,-5,-5,204,-5,202,-5,-5,204,-5,-5,4,2
"4732","4732","47320",0,-6,-6,2,1,41,13,0,7,7,5,7,7,0,7,7,2,-6,-5,2,-6,2,2,24,-6,-6,2,-6,7,5,5,5,5,0,5,5,7,0,-5,2
"4733","4733","47330",1,-6,-6,2,1,26,12,0,7,4,1,4,7,6,7,7,2,-6,-5,2,-6,2,2,28,-6,-6,1,7,7,3,0,1,5,5,7,7,7,7,-5,2
"4734","4734","47340",1,-6,-6,2,1,19,11,0,7,7,7,7,6,7,7,7,2,-6,-5,1,12,2,2,30,-6,-6,1,7,7,5,7,7,6,7,7,7,7,7,-5,2
"4735","4735","47350",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4736","4736","47360",1,-6,-6,1,-6,23,20,1,7,3,5,2,7,1,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,0,0,1,2,0,1,3,7,0,-5,2
"4737","4737","47370",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4738","4738","47380",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4739","4739","47390",1,-6,-6,1,-6,24,13,0,4,7,7,7,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,2,2,4,7,7,7,7,7,-5,2
"4740","4740","47400",1,-6,-6,2,3,21,21,0,7,7,7,7,4,2,7,7,1,4,-5,2,-6,2,2,0,1,2001,1,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4741","4741","47410",1,-6,-6,2,1,29,16,0,201,201,202,202,201,201,201,201,1,3,-5,1,40,2,2,30,-6,-6,2,-6,202,204,204,204,201,202,202,204,201,202,-5,1
"4742","4742","47420",1,-6,-6,1,-6,19,13,0,7,7,4,4,7,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,0,4,4,7,0,7,7,7,0,-5,2
"4743","4743","47430",0,-6,-6,1,-6,26,21,0,3,7,3,2,5,6,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,6,7,3,7,5,3,7,7,7,2,-5,2
"4744","4744","47440",1,-6,-6,1,-6,25,17,1,7,7,7,7,7,2,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,3,7,7,7,7,-5,2
"4745","4745","47450",0,-6,-6,1,-6,22,19,0,4,7,4,5,7,7,7,6,1,3,-5,1,20,1,-6,-6,-6,-6,-6,-6,6,7,6,5,7,2,7,7,7,4,-5,1
"4746","4746","47460",0,-6,-6,2,0,32,12,0,4,4,5,3,4,3,7,7,2,-6,-5,1,35,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4747","4747","47470",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4748","4748","47480",1,-6,-6,1,-6,26,16,0,201,201,201,201,201,202,201,201,1,1,-5,1,40,1,-6,-6,-6,-6,-6,-6,201,201,203,201,201,202,201,201,201,202,-5,1
"4749","4749","47490",1,-6,-6,1,-6,33,14,1,201,201,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,202,-5,-5,202,-5,-5,2,2
"4750","4750","47500",1,-6,-6,2,2,24,17,0,7,7,3,5,7,0,7,7,1,2,-5,1,30,2,2,6,-6,-6,1,15,-2,-2,-2,-2,-2,0,2,2,2,2,-5,-2
"4751","4751","47510",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4752","4752","47520",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4753","4753","47530",0,-6,-6,2,1,24,13,0,7,5,7,2,4,6,7,7,2,-6,-5,1,30,2,2,25,-6,-6,1,15,2,2,1,0,4,4,5,5,7,2,-5,2
"4754","4754","47540",1,-6,-6,1,-6,26,14,0,7,3,4,3,2,5,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,7,1,2,7,0,1,4,7,6,-5,2
"4755","4755","47550",1,-6,-6,1,-6,36,12,0,7,7,5,5,7,0,7,5,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,7,5,5,7,0,7,7,7,2,-5,2
"4756","4756","47560",1,-6,-6,1,-6,27,13,0,7,5,3,0,6,4,7,3,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,5,3,3,7,4,7,7,7,3,-5,2
"4757","4757","47570",1,-6,-6,1,-6,23,13,0,7,0,4,7,7,0,7,3,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,4,3,4,7,7,2,1,1,7,4,-5,1
"4758","4758","47580",1,-6,-6,2,2,30,12,3,201,201,201,-5,-5,-5,-5,-5,1,1,4,1,-5,2,2,5,-6,-6,-5,-5,-5,-5,203,-5,202,-5,-5,203,-5,-5,2,2
"4759","4759","47590",0,-6,-6,1,-6,21,19,4,5,7,7,3,5,3,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,2,4,1,5,5,4,3,7,4,-5,1
"4760","4760","47600",1,-6,-6,1,-6,29,16,1,201,201,205,205,205,201,201,201,2,-6,-5,1,45,1,-6,-6,-6,-6,-6,-6,201,201,204,204,201,202,201,201,201,201,-5,2
"4761","4761","47610",0,-6,-6,2,5,36,19,1,7,7,3,5,5,7,7,7,2,-6,-5,1,10,2,2,0,10,1999,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4762","4762","47620",1,-6,-6,1,-6,24,13,0,201,201,201,-5,-5,-5,-5,-5,2,-6,3,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,201,-5,201,-5,-5,201,-5,-5,1,2
"4763","4763","47630",1,-6,-6,1,-6,23,17,0,7,5,5,6,7,5,7,7,2,-6,-5,1,12,1,-6,-6,-6,-6,-6,-6,6,5,6,5,5,0,7,7,7,7,-5,2
"4764","4764","47640",1,-6,-6,1,-6,23,20,0,7,7,1,7,3,2,7,7,1,4,-5,1,36,1,-6,-6,-6,-6,-6,-6,3,2,0,1,4,7,7,7,7,7,-5,1
"4765","4765","47650",1,-6,-6,1,-6,20,13,0,5,7,5,0,5,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,0,2,0,3,0,7,3,7,7,-5,2
"4766","4766","47660",1,-6,-6,1,-6,31,12,0,7,7,5,5,7,4,7,3,2,-6,-5,1,21,1,-6,-6,-6,-6,-6,-6,7,2,3,3,7,4,7,7,7,4,-5,2
"4767","4767","47670",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4768","4768","47680",1,-6,-6,1,-6,25,15,0,7,5,2,2,7,5,7,7,2,-6,-5,1,8,1,-6,-6,-6,-6,-6,-6,4,4,0,2,7,4,7,7,7,7,-5,2
"4769","4769","47690",1,-6,-6,2,3,22,16,0,201,201,202,205,201,-6,201,201,1,2,-5,2,-6,2,2,2,-6,-6,2,-6,204,204,204,204,204,204,204,204,204,204,-5,2
"4770","4770","47700",0,-6,-6,2,1,27,14,0,201,201,201,-5,-5,-5,-5,-5,1,3,3,2,-6,2,2,15,-6,-6,-5,-5,-5,-5,202,-5,202,-5,-5,202,-5,-5,2,2
"4771","4771","47710",0,-6,-6,2,0,28,12,0,7,4,0,0,7,2,7,7,2,-6,-5,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4772","4772","47720",1,-6,-6,2,5,25,12,0,7,7,4,4,7,2,7,7,2,-6,-5,2,-6,2,2,3,-6,-6,1,-2,7,7,7,7,7,2,7,7,7,0,-5,2
"4773","4773","47730",0,-6,-6,2,2,29,18,1,7,7,7,7,7,7,7,7,1,4,-5,1,32,2,2,5,-6,-6,2,-6,2,2,2,2,2,2,2,2,2,2,-5,2
"4774","4774","47740",1,-6,-6,2,1,28,16,0,202,202,201,203,205,201,201,201,1,4,-5,1,8,2,2,30,-6,-6,1,2,204,204,203,204,203,203,201,201,201,201,-5,1
"4775","4775","47750",1,-6,-6,1,-6,25,14,0,201,201,202,-5,-5,-5,-5,-5,2,-6,3,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,201,-5,-5,1,2
"4776","4776","47760",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4777","4777","47770",1,-6,-6,2,1,27,18,0,7,1,1,0,2,2,7,7,2,-6,-5,2,-6,2,2,12,-6,-6,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5,2
"4778","4778","47780",1,-6,-6,1,-6,33,13,0,202,202,205,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"4779","4779","47790",1,20,1,2,3,24,23,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-6,2,2,0,3,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4780","4780","47800",1,-6,-6,2,1,20,12,0,5,7,2,4,2,0,7,7,1,4,-5,2,-6,2,2,20,-6,-6,1,3,1,0,0,2,2,0,4,7,7,0,-5,2
"4781","4781","47810",1,-6,-6,1,-6,24,18,0,3,7,4,3,5,4,5,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,4,4,4,4,7,7,7,7,-5,2
"4782","4782","47820",1,-6,-6,1,-6,30,14,0,201,202,203,-5,-5,-5,-5,-5,1,4,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,201,-5,-5,4,1
"4783","4783","47830",1,-6,-6,2,1,23,14,0,201,201,201,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,201,-5,201,-5,-5,201,-5,-5,2,1
"4784","4784","47840",1,-6,-6,2,3,22,18,3,7,7,1,1,7,1,7,7,1,4,-5,2,-6,2,2,8,-6,-6,1,30,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5,1
"4785","4785","47850",1,-6,-6,1,-6,28,19,2,4,2,4,2,7,2,7,6,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,1,1,4,5,2,7,5,7,2,-5,2
"4786","4786","47860",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4787","4787","47870",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4788","4788","47880",0,1,8,1,-6,22,16,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-6,1,-6,-6,-6,-6,-6,-6,7,3,1,1,7,5,7,7,7,7,-5,2
"4789","4789","47890",0,-6,-6,1,-6,29,13,0,7,3,2,0,4,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,2,0,0,2,2,0,5,7,0,-5,2
"4790","4790","47900",0,-6,-6,2,5,23,11,0,7,7,7,7,7,4,7,7,2,-6,-5,2,-6,2,2,0,1,2001,1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4791","4791","47910",1,-6,-6,2,1,24,14,1,5,2,0,0,7,0,7,7,2,-6,-5,2,-6,2,2,0,5,2001,1,400,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4792","4792","47920",1,-6,-6,1,-6,28,14,0,201,201,205,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,201,-5,-5,4,2
"4793","4793","47930",1,-6,-6,1,-6,20,15,0,202,202,202,-5,-5,-5,-5,-5,2,-6,3,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,201,-5,-5,202,-5,-5,3,2
"4794","4794","47940",1,-6,-6,2,2,32,17,0,201,201,202,-5,-5,-5,-5,-5,2,-6,3,1,-5,2,2,10,-6,-6,-5,-5,-5,-5,203,-5,201,-5,-5,202,-5,-5,2,2
"4795","4795","47950",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4796","4796","47960",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4797","4797","47970",1,-6,-6,1,-6,30,13,0,7,7,7,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,0,7,7,2,1,7,7,7,7,-5,2
"4798","4798","47980",1,-6,-6,1,-6,20,11,0,7,7,7,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,7,3,7,1,5,7,7,7,-5,2
"4799","4799","47990",0,-6,-6,2,3,27,12,0,7,0,1,0,7,7,7,7,2,-6,-5,1,40,2,2,2,-6,-6,1,2,0,0,0,0,1,0,1,1,1,1,-5,-2
"4800","4800","48000",0,-6,-6,2,5,22,18,0,5,2,0,0,2,2,7,7,1,2,-5,2,-6,2,2,0,8,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4801","4801","48010",0,-6,-6,2,0,23,16,1,7,5,7,7,7,1,7,7,1,4,-5,2,-6,2,2,0,3,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4802","4802","48020",1,-6,-6,1,-6,28,12,0,7,7,5,7,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,6,5,5,2,0,7,7,7,-5,2
"4803","4803","48030",1,-6,-6,1,-6,21,17,0,7,7,4,4,7,1,7,7,2,-6,-5,1,20,1,-6,-6,-6,-6,-6,-6,4,4,4,4,4,1,7,7,7,0,-5,2
"4804","4804","48040",0,-6,-6,2,1,26,18,1,7,7,2,7,7,1,7,7,2,-6,-5,2,-6,2,2,0,9,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4805","4805","48050",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4806","4806","48060",1,-6,-6,1,-6,39,10,0,7,7,7,7,7,5,7,7,2,-6,-5,1,24,1,-6,-6,-6,-6,-6,-6,7,7,5,5,7,1,7,7,7,7,-5,2
"4807","4807","48070",0,-6,-6,1,-6,17,11,0,5,3,2,4,5,5,5,5,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,5,4,2,3,1,4,5,5,-5,2
"4808","4808","48080",0,-6,-6,1,-6,37,13,0,7,7,2,2,7,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,2,2,7,0,5,3,7,4,-5,2
"4809","4809","48090",1,-6,-6,1,-6,30,13,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,201,-5,-5,202,-5,-5,1,2
"4810","4810","48100",0,-6,-6,2,0,25,20,15,1,1,1,1,1,0,7,0,2,-6,-5,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4811","4811","48110",1,-6,-6,1,-6,21,14,0,202,202,202,-5,-5,-5,-5,-5,1,3,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,202,-5,-5,202,-5,-5,2,1
"4812","4812","48120",1,-6,-6,2,1,21,14,0,7,5,5,5,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,4,4,4,5,3,7,7,7,4,-5,2
"4813","4813","48130",0,-6,-6,2,2,38,12,0,7,7,4,7,7,1,7,7,2,-6,-5,1,30,2,2,4,-6,-6,1,2,3,2,2,2,2,0,0,2,3,1,-5,2
"4814","4814","48140",0,-6,-6,2,1,22,17,0,7,7,7,7,7,3,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,0,0,7,7,7,-5,2
"4815","4815","48150",0,-6,-6,2,1,23,16,0,201,202,203,-5,-5,-5,-5,-5,2,-6,4,2,-6,2,2,30,-6,-6,-5,-5,-5,-5,204,-5,201,-5,-5,201,-5,-5,1,2
"4816","4816","48160",0,-6,-6,2,0,20,13,1,4,3,2,2,4,2,7,7,2,-6,-5,1,8,2,2,0,-2,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4817","4817","48170",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4818","4818","48180",1,-6,-6,2,3,21,15,0,201,201,201,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4819","4819","48190",0,-6,-6,2,3,20,13,1,3,3,2,1,7,5,7,7,2,-6,-5,1,18,2,2,0,5,2001,1,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4820","4820","48200",1,-6,-6,1,-6,40,17,0,201,201,201,205,201,205,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,202,202,201,204,201,204,202,201,201,204,-5,2
"4821","4821","48210",1,-6,-6,2,5,31,16,1,7,7,7,7,7,0,7,7,2,-6,-5,2,-6,2,2,0,9,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4822","4822","48220",1,-6,-6,2,1,35,14,0,201,202,201,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,20,-6,-6,-5,-5,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"4823","4823","48230",1,-6,-6,1,-6,34,11,0,5,2,0,0,4,0,7,7,2,-6,-5,1,20,1,-6,-6,-6,-6,-6,-6,4,0,0,0,4,0,4,7,7,4,-5,2
"4824","4824","48240",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4825","4825","48250",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4826","4826","48260",1,-6,-6,2,1,21,15,0,7,7,3,3,7,1,7,7,1,2,-5,1,8,2,2,15,-6,-6,2,-6,2,1,1,0,0,0,3,1,2,0,-5,2
"4827","4827","48270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4828","4828","48280",0,-6,-6,2,0,31,25,1,7,7,7,7,7,0,7,7,2,-6,-5,1,12,2,2,0,9,1999,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4829","4829","48290",0,-6,-6,-6,-6,19,12,0,5,4,4,4,5,7,7,5,2,-6,-5,1,16,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"4830","4830","48300",1,-6,-6,1,-6,22,11,0,4,4,5,4,4,3,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,4,4,4,2,5,3,5,7,7,7,-5,2
"4831","4831","48310",1,-6,-6,1,-6,38,16,0,201,203,202,205,203,202,201,202,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,202,204,202,204,204,202,201,202,201,202,-5,2
