"","idnum","mothid1","cm1fint","m1a4","m1a11a","m1a11b","m1a11c","m1a11d","cm1age","cm1bsex","m1b2","m1b3","m1b11a","m1b22a","m1b11b","m1b22b","m1b11c","m1b22c","m1b11d","m1b22d","m1b13b","m1b25b","m1b13c","m1b25c","m1b16","m1b17","m1g2","m1g3","m1g4","fathid1","f1b5a","f1b11a","f1b22a","f1b5b","f1b11b","f1b22b","f1b5c","f1b11c","f1b22c","f1b5d","f1b11d","f1b22d","f1b13b","f1b13c","f1b16","f1b17","f1g3","f1g4","f1g2"
"4324","4324","43240",1,1,-6,-6,-6,-6,39,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"43241",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4325","4325","43250",1,2,1,2,1,2,21,2,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"43251",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4326","4326","43260",1,1,-6,-6,-6,-6,26,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"43261",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,3
"4327","4327","43270",1,2,1,1,2,2,24,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"43271",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"4328","4328","43280",1,2,1,2,1,2,21,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43281",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,3
"4329","4329","43290",1,2,1,1,2,2,20,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43291",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4330","4330","43300",1,2,1,1,2,2,24,2,2,1,1,-6,1,-6,2,-6,2,-6,3,-6,2,-6,2,1,5,5,4,"43301",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"4331","4331","43310",1,2,1,2,2,2,26,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"43311",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,3,3,2
"4332","4332","43320",1,1,-6,-6,-6,-6,34,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43321",-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4333","4333","43330",0,2,1,2,1,2,24,2,2,2,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"43331",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4334","4334","43340",1,2,1,1,2,2,21,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,2,"43341",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"4335","4335","43350",1,2,1,2,1,2,21,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"43351",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"4336","4336","43360",1,1,-6,-6,-6,-6,23,2,1,-6,-6,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43361",-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,5,4,5
"4337","4337","43370",0,2,1,2,2,2,18,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,4,"43371",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4338","4338","43380",1,1,-6,-6,-6,-6,29,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,4,5,4,"43381",-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4339","4339","43390",1,2,1,1,1,2,29,2,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,2,1,5,5,4,"43391",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4340","4340","43400",1,1,-6,-6,-6,-6,21,1,1,-6,-6,2,-6,2,-6,2,-6,2,-6,-5,-6,-5,-6,-6,5,5,4,"43401",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,3
"4341","4341","43410",1,2,1,2,1,2,19,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,5,5,4,"43411",2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,2,2,5,4,5
"4342","4342","43420",1,1,-6,-6,-6,-6,24,2,1,-6,-6,1,-6,2,-6,2,-6,1,-6,-5,-6,-5,-6,-6,4,5,4,"43421",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,4
"4343","4343","43430",1,2,1,1,2,2,21,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43431",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,2
"4344","4344","43440",1,2,1,1,2,2,20,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43441",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,1,2,3
"4345","4345","43450",1,2,1,2,2,2,23,2,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,2,1,5,5,4,"43451",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,2
"4346","4346","43460",1,2,1,1,2,2,24,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43461",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,4,2
"4347","4347","43470",1,1,-6,-6,-6,-6,22,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43471",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4348","4348","43480",0,2,1,2,1,2,24,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,3,"43481",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4349","4349","43490",1,2,1,1,2,2,21,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"43491",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,3
"4350","4350","43500",0,2,1,2,1,2,18,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,4,5,4,"43501",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4351","4351","43510",1,1,-6,-6,-6,-6,24,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43511",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,4,3,3
"4352","4352","43520",1,1,-6,-6,-6,-6,25,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,3,"43521",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,4,3,3
"4353","4353","43530",0,1,-6,-6,-6,-6,32,1,1,-6,-6,2,-6,2,-6,2,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"43531",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4354","4354","43540",1,2,1,1,2,2,28,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,2,2,"43541",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,2,1,1,3,3,2
"4355","4355","43550",1,2,1,1,2,2,20,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43551",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"4356","4356","43560",1,1,-6,-6,-6,-6,38,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"43561",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"4357","4357","43570",1,2,1,2,2,2,21,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"43571",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,4,3,4
"4358","4358","43580",1,2,1,1,2,2,32,2,2,1,1,-6,2,-6,1,-6,1,-6,1,-6,2,-6,2,1,5,5,3,"43581",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,1,2,2,2,5,3,4
"4359","4359","43590",1,2,1,2,1,2,24,1,2,1,2,-6,1,-6,2,-6,1,-6,3,-5,2,-5,1,2,5,5,4,"43591",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,2,1,5,4,3
"4360","4360","43600",1,2,1,1,2,2,24,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"43601",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,3,3
"4361","4361","43610",1,2,1,1,1,2,22,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,4,5,4,"43611",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4362","4362","43620",1,2,1,2,2,2,16,2,2,1,2,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43621",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"4363","4363","43630",1,1,-6,-6,-6,-6,30,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43631",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4364","4364","43640",0,1,-6,-6,-6,-6,29,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,3,"43641",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4365","4365","43650",0,2,1,1,2,2,24,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43651",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4366","4366","43660",1,1,-6,-6,-6,-6,36,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,4,5,4,"43661",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4367","4367","43670",1,2,1,2,1,2,24,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"43671",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,3
"4368","4368","43680",0,2,1,2,1,2,20,2,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43681",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4369","4369","43690",0,2,1,2,2,2,29,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,2,1,5,5,4,"43691",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4370","4370","43700",1,2,1,1,2,2,23,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"43701",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4371","4371","43710",1,2,1,2,1,2,18,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"43711",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,2,1,1,1,5,4,4
"4372","4372","43720",0,2,1,2,1,2,18,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"43721",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4373","4373","43730",1,2,1,1,2,2,26,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"43731",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,2
"4374","4374","43740",1,2,1,2,2,2,34,2,2,2,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43741",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4375","4375","43750",1,1,-6,-6,-6,-6,38,2,1,-6,-6,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43751",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4376","4376","43760",0,1,-6,-6,-6,-6,25,2,1,-6,-6,2,-6,2,-6,2,-6,2,-6,3,-6,3,-6,-6,5,5,4,"43761",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4377","4377","43770",1,2,1,2,2,2,21,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,2,1,5,3,4,"43771",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"4378","4378","43780",1,2,1,2,2,2,20,2,2,1,2,-6,2,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"43781",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,4
"4379","4379","43790",0,2,1,2,2,2,23,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"43791",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4380","4380","43800",0,2,1,1,2,2,23,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"43801",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4381","4381","43810",0,2,1,1,1,2,26,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43811",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4382","4382","43820",1,1,-6,-6,-6,-6,26,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43821",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4383","4383","43830",0,2,1,1,2,2,22,2,2,2,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"43831",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4384","4384","43840",1,1,-6,-6,-6,-6,28,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43841",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4385","4385","43850",1,1,-6,-6,-6,-6,28,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43851",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"4386","4386","43860",1,2,1,2,2,2,20,1,2,1,2,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43861",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,2,5,4,5
"4387","4387","43870",1,2,1,1,2,2,18,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43871",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,1,1,5,4,5
"4388","4388","43880",1,1,-6,-6,-6,-6,39,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43881",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4389","4389","43890",1,2,1,2,1,2,25,2,2,2,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,1,1,5,5,4,"43891",-6,-5,-6,-6,-5,-6,-6,-5,-6,-6,-5,-6,3,1,2,2,5,4,5
"4390","4390","43900",1,2,1,2,1,2,25,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,3,"43901",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,2,1,2,1,2,2,4
"4391","4391","43910",0,2,1,2,2,2,37,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,2,1,5,5,4,"43911",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4392","4392","43920",1,2,1,1,2,2,24,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,4,5,4,"43921",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,2
"4393","4393","43930",0,1,-6,-6,-6,-6,32,2,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43931",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4394","4394","43940",1,2,1,2,2,2,29,1,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,1,1,5,5,3,"43941",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,2
"4395","4395","43950",0,1,-6,-6,-6,-6,29,1,1,-6,-6,2,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43951",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4396","4396","43960",1,1,-6,-6,-6,-6,31,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43961",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4397","4397","43970",1,2,1,2,1,2,17,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43971",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4398","4398","43980",1,1,-6,-6,-6,-6,37,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43981",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4399","4399","43990",1,1,-6,-6,-6,-6,23,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43991",-6,1,-6,-6,1,-6,-6,2,-6,-6,2,-6,3,3,1,1,5,4,5
"4400","4400","44000",1,2,1,1,2,2,32,2,2,1,1,-6,2,-6,1,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"44001",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,3,2
"4401","4401","44010",1,2,1,1,2,2,21,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,2,1,5,5,4,"44011",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4402","4402","44020",1,2,1,1,2,2,24,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"44021",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"4403","4403","44030",1,2,1,1,2,2,21,1,2,1,1,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"44031",-6,1,-6,-6,2,-6,-6,2,-6,-6,2,-6,3,2,1,2,5,3,4
"4404","4404","44040",1,2,1,1,1,2,23,2,2,1,-3,-6,-3,-6,-3,-6,-3,-6,-3,-6,-3,-6,1,1,5,5,3,"44041",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,2,2
"4405","4405","44050",1,2,1,1,2,2,20,2,2,1,2,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"44051",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,1,1,5,4,4
"4406","4406","44060",1,1,-6,-6,-6,-6,32,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"44061",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,2,-6,-6,-6,-6,5,4,5
"4407","4407","44070",1,1,-6,-6,-6,-6,23,1,1,-6,-6,2,-6,1,-6,2,-6,1,-6,3,-6,1,-6,-6,5,5,4,"44071",-6,-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,3,4
"4408","4408","44080",1,2,1,1,2,2,25,1,2,2,1,-6,2,-6,2,-6,2,-6,3,-6,2,-6,1,2,5,5,4,"44081",-6,2,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,2,5,2,5
"4409","4409","44090",1,2,1,1,2,2,28,2,2,2,1,-6,1,-6,1,-6,1,-6,3,-6,3,-6,1,1,3,5,4,"44091",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,3,3,2
"4410","4410","44100",1,1,-6,-6,-6,-6,29,1,1,-6,-6,1,-6,1,-6,1,-6,2,-6,3,-6,1,-6,-6,5,5,4,"44101",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"4411","4411","44110",1,2,1,1,2,2,34,2,2,2,2,-6,2,-6,1,-6,1,-6,-3,-6,1,-6,1,1,5,5,4,"44111",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4412","4412","44120",1,2,1,1,2,2,24,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"44121",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"4413","4413","44130",1,2,1,2,1,2,26,1,2,2,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,1,2,5,5,4,"44131",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,2,2
"4414","4414","44140",1,2,1,1,2,2,25,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"44141",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4415","4415","44150",1,2,1,2,1,2,30,1,2,2,1,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,2,5,5,4,"44151",-6,1,-6,-6,2,-6,-6,2,-6,-6,2,-6,3,1,1,1,3,3,2
"4416","4416","44160",1,2,1,2,1,2,23,1,2,2,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,2,5,5,3,"44161",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,3
"4417","4417","44170",1,1,-6,-6,-6,-6,38,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"44171",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4418","4418","44180",1,1,-6,-6,-6,-6,37,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"44181",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,1
"4419","4419","44190",1,2,1,1,2,2,24,2,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"44191",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,1,1,1,1,5,3,5
"4420","4420","44200",1,1,-6,-6,-6,-6,33,2,1,-6,-6,1,-6,2,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"44201",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4421","4421","44210",0,2,1,2,1,2,20,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"44211",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4422","4422","44220",1,2,1,1,2,2,42,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"44221",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,4
"4423","4423","44230",1,2,1,2,2,2,25,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"44231",-6,1,-6,-6,2,-6,-6,1,-6,-6,2,-6,3,1,1,1,5,4,5
"4424","4424","44240",1,2,1,1,2,2,23,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"44241",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,2,3,2
"4425","4425","44250",0,2,1,2,2,2,24,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,2,-6,2,2,5,5,4,"44251",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4426","4426","44260",1,2,1,2,1,2,28,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,3,3,3,"44261",1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,1,2,4,4,1
"4427","4427","44270",1,1,-6,-6,-6,-6,22,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"44271",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4428","4428","44280",1,1,-6,-6,-6,-6,34,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"44281",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4429","4429","44290",1,2,1,1,2,2,28,1,2,1,2,-6,2,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"44291",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,2,3,1,1,5,3,4
"4430","4430","44300",1,2,1,1,2,2,18,1,2,1,1,-6,2,-6,1,-6,1,-6,2,-5,1,-5,1,1,4,4,3,"44301",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,2,1,1,1,3,3,1
"4431","4431","44310",1,2,1,2,2,2,31,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,4,3,"44311",2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,1,1,3,2,3
